RID,|PROBLEM (given value || received value)|
45221,|state doesn't match: jakarta || ny|
45222,zipcode couldn't be parsed: SW11 1NG
45224,|state doesn't match: jakarta || ny|
45224,|state doesn't match: jakarta || ny|
45225,zipcode couldn't be parsed: NR1 3QF
45226,|city doesn't match: the woodlands || spring|
45227,could not match zipcode: 4171
45228,zipcode couldn't be parsed: NR1 1WX
45229,|city doesn't match: york harbor || york|
45230,could not match zipcode: 4218
45231,zipcode couldn't be parsed: W11 3HT
45232,zipcode couldn't be parsed: nw1 5ra
45233,could not match zipcode: 209012
45234,zipcode couldn't be parsed: NG1 6HL
45235,zipcode couldn't be parsed: LE15 8TL
45236,could not match zipcode: 6160
45237,zipcode couldn't be parsed: NG1 4DB
45238,zipcode couldn't be parsed: N2 9HR
45239,zipcode couldn't be parsed: -
45240,zipcode couldn't be parsed: NG7 2UW
45241,zipcode couldn't be parsed: CT20 1RL
45242,could not match zipcode: 3066
45243,zipcode couldn't be parsed: OX4 1JB
45244,zipcode couldn't be parsed: SW11 1EG
45245,could not match zipcode: 2000
45246,zipcode couldn't be parsed: OX1 2BQ
45247,zipcode couldn't be parsed: BA1 2JT
45248,could not match zipcode: 4163
45249,zipcode couldn't be parsed: W3 0PA
45250,zipcode couldn't be parsed: M5R 1C2
45251,could not match zipcode: 550081
45252,zipcode couldn't be parsed: PL4 0LG
45254,could not match zipcode: 550081
45255,zipcode couldn't be parsed: BH12 4NY
45257,zipcode couldn't be parsed: Central
45258,zipcode couldn't be parsed: PO1 3TR
45260,could not match zipcode: 604-0961
45261,zipcode couldn't be parsed: SW15 2SW
45262,could not match zipcode: 06100
45263,could not match zipcode: 3039
45264,zipcode couldn't be parsed: RG1 1DX
45265,|city doesn't match: spring lake park || minneapolis|
45266,could not match zipcode: 4217
45267,zipcode couldn't be parsed: RG1 2AG
45268,could not match zipcode: 05129
45269,could not match zipcode: 1011
45270,zipcode couldn't be parsed: TW10 6UA
45272,could not match zipcode: 3124
45273,zipcode couldn't be parsed: RM1 1AU
45275,could not match zipcode: 4217
45276,zipcode couldn't be parsed: S1 4EZ
45278,could not match zipcode: 3931
45279,zipcode couldn't be parsed: S9 1EP
45281,could not match zipcode: 3000
45282,zipcode couldn't be parsed: S9 2EP
45284,could not match zipcode: 2100
45285,zipcode couldn't be parsed: W12 7JA
45287,could not match zipcode: 07000
45288,zipcode couldn't be parsed: SY3 7ET
45290,could not match zipcode: 07000
45291,zipcode couldn't be parsed: SL1 1JU
45293,could not match zipcode: 07000
45294,zipcode couldn't be parsed: W1D 3JF
45296,could not match zipcode: 07000
45297,zipcode couldn't be parsed: B91 3GS
45299,could not match zipcode: 2000
45300,zipcode couldn't be parsed: HA2 8JA
45301,|city doesn't match: north miami || miami|
45302,could not match zipcode: 720-0825
45303,zipcode couldn't be parsed: SO15 1QF
45304,|city doesn't match: tukwila || seattle|
45305,could not match zipcode: 730-0004
45306,zipcode couldn't be parsed: SE1 9DG
45307,|city doesn't match: driggs || victor|
45308,could not match zipcode: 730-0033
45309,zipcode couldn't be parsed: SS1 1NT
45311,could not match zipcode: 104-0061
45312,zipcode couldn't be parsed: PR8 1SA
45314,could not match zipcode: 0000
45315,zipcode couldn't be parsed: E1 6NF
45317,could not match zipcode: 4101
45318,zipcode couldn't be parsed: AL1 3YJ
45320,could not match zipcode: 4217
45321,zipcode couldn't be parsed: TW18 4BL
45323,could not match zipcode: 3199
45324,zipcode couldn't be parsed: SG1 2UA
45327,zipcode couldn't be parsed: WA4 6LG
45328,|city doesn't match: st. louis || saint louis|
45330,zipcode couldn't be parsed: E15 4LJ
45333,zipcode couldn't be parsed: SW16 1ES
45336,zipcode couldn't be parsed: N4 3HB
45339,zipcode couldn't be parsed: SR1 1TX
45342,zipcode couldn't be parsed: SM1 1DF
45345,zipcode couldn't be parsed: SA1 1EE
45348,zipcode couldn't be parsed: NW3 6LU
45351,zipcode couldn't be parsed: CT10 2BF
45354,zipcode couldn't be parsed: SE10 OAX
45357,zipcode couldn't be parsed: SW17 7EW
45360,zipcode couldn't be parsed: UB8 1LB
45363,zipcode couldn't be parsed: SW1V 1DZ
45364,|city doesn't match: carmel-by-the-sea || carmel by the sea|
45366,zipcode couldn't be parsed: SW1E 5JE
45369,zipcode couldn't be parsed: WF2 9SD
45372,zipcode couldn't be parsed: KT12 1GH
45375,zipcode couldn't be parsed: SW18 4TF
45378,zipcode couldn't be parsed: WA1 1QB
45379,could not match zipcode: 08878
45381,zipcode couldn't be parsed: WD17 1AZ
45384,zipcode couldn't be parsed: HA9 6AH
45385,zipcode couldn't be parsed: W1B 4DG
45387,zipcode couldn't be parsed: NW6 1LU
45390,zipcode couldn't be parsed: SW19 1QN
45391,|city doesn't match: st. thomas || st thomas|
45393,zipcode couldn't be parsed: SL4 1PL
45396,zipcode couldn't be parsed: GU21 5AB
45399,zipcode couldn't be parsed: WV1 3JW
45400,zipcode couldn't be parsed: RG2 9BY
45402,zipcode couldn't be parsed: N22  6EJ
45403,|city doesn't match: sunny isles || north miami beach|
45405,zipcode couldn't be parsed: WR1 2NA
45408,zipcode couldn't be parsed: YO1 8RZ
45426,zipcode couldn't be parsed: SW6 5NH
45454,|state doesn't match: cdmx || ma|
45454,|state doesn't match: cdmx || ma|
45456,zipcode couldn't be parsed: N1 0NY
45457,could not match zipcode: 03300
45459,zipcode couldn't be parsed: SW11 6QW
45462,zipcode couldn't be parsed: EC2M 4NR
45465,zipcode couldn't be parsed: EC3V 3ND
45466,zipcode couldn't be parsed: EC3A7QN
45468,zipcode couldn't be parsed: EC3N 2AU
45469,zipcode couldn't be parsed: EC3A7QN
45471,zipcode couldn't be parsed: SW6 5HP
45472,zipcode couldn't be parsed: E1 6BD
45474,zipcode couldn't be parsed: WC2B 6EX
45475,could not match zipcode: 06700
45477,zipcode couldn't be parsed: W1S 1NQ
45480,zipcode couldn't be parsed: WC2N 4DD
45483,zipcode couldn't be parsed: TW9 1TQ
45486,zipcode couldn't be parsed: B1 2HP
45489,zipcode couldn't be parsed: BN1 1NB
45492,zipcode couldn't be parsed: BS1 5UH
45493,zipcode couldn't be parsed: RG9 5DD
45495,zipcode couldn't be parsed: DE1 1BX
45496,zipcode couldn't be parsed: W1D 5AF
45498,zipcode couldn't be parsed: M20 6SA
45501,zipcode couldn't be parsed: EX4 3RP
45504,zipcode couldn't be parsed: HG1 1JZ
45507,zipcode couldn't be parsed: M1 5LH
45510,zipcode couldn't be parsed: NE1 3DX
45513,zipcode couldn't be parsed: NG1 1HN
45514,zipcode couldn't be parsed: TN31 7NX
45516,zipcode couldn't be parsed: RG1 1DB
45517,zipcode couldn't be parsed: WC1N 3EF
45519,zipcode couldn't be parsed: SO14 3JB
45522,zipcode couldn't be parsed: SA1 1EG
45525,zipcode couldn't be parsed: TA1 4AJ
45526,zipcode couldn't be parsed: L2G 7T8
45528,zipcode couldn't be parsed: TN1 1HT
45531,zipcode couldn't be parsed: SO23 9LH
45535,zipcode couldn't be parsed: R3H 1A6
45537,zipcode couldn't be parsed: YO1 9QL
45538,|city doesn't match: st. augustine || saint augustine|
45553,zipcode couldn't be parsed: L1 3DW
45556,zipcode couldn't be parsed: L1 0AJ
45559,zipcode couldn't be parsed: nw1 5ra
45562,zipcode couldn't be parsed: TN31 7RB
45565,zipcode couldn't be parsed: WC2H9JG
45580,|state doesn't match: jal || oh|
45580,|state doesn't match: jal || oh|
45583,could not match zipcode: 01900
45586,|state doesn't match: cdmx || ma|
45586,|state doesn't match: cdmx || ma|
45616,zipcode couldn't be parsed: T3H 0N5
45634,zipcode couldn't be parsed: M6C 2C2
45652,zipcode couldn't be parsed: H3H 1E4
45664,|city doesn't match: overland park || leawood|
45682,zipcode couldn't be parsed: M3B 3H2
45685,zipcode couldn't be parsed: M5R 1C1
45688,|state doesn't match: cdmx || ny|
45688,|state doesn't match: cdmx || ny|
45691,could not match zipcode: 03100
45700,|city doesn't match: hollywood || los angeles|
45718,|city doesn't match: peaks island || portland|
45735,zipcode couldn't be parsed: AL5 2RT
45745,zipcode couldn't be parsed: R3B0R4
45751,zipcode couldn't be parsed: T5S 2V2
45754,zipcode couldn't be parsed: R3L 2R4
45757,|city doesn't match: westminster || broomfield|
45760,zipcode couldn't be parsed: KY1-9006
45766,zipcode couldn't be parsed: L7L 5J1
45772,zipcode couldn't be parsed: L7R 2G3
45775,zipcode couldn't be parsed: L7R 2G3
45778,zipcode couldn't be parsed: L5K 2M6
45781,zipcode couldn't be parsed: L75 2J1
45796,|city doesn't match: celebration || kissimmee|
45802,|city doesn't match: lake buena vista || orlando|
45829,could not match zipcode: 10000
45832,|city doesn't match: highland heights || cleveland|
45868,zipcode couldn't be parsed: T5K 0E7
45870,zipcode couldn't be parsed: AB11 6BT
45873,zipcode couldn't be parsed: HP20 1UB
45876,zipcode couldn't be parsed: RG21 7BB
45879,zipcode couldn't be parsed: B1 2DS
45885,zipcode couldn't be parsed: BL1 1DR
45888,zipcode couldn't be parsed: BH2 6DT
45889,zipcode couldn't be parsed: R3C 0S5
45891,zipcode couldn't be parsed: CM14 4RR
45894,zipcode couldn't be parsed: BN1 1EA
45901,|city doesn't match: williamsville || buffalo|
45903,zipcode couldn't be parsed: EC2M 7LA
45906,zipcode couldn't be parsed: IP33 1UA
45909,zipcode couldn't be parsed: CB2 1UF
45912,zipcode couldn't be parsed: E14 4AE
45915,zipcode couldn't be parsed: CF10 1FG
45918,zipcode couldn't be parsed: CM2 6FD
45921,zipcode couldn't be parsed: GL50 1HW
45924,zipcode couldn't be parsed: CH1 2BN
45927,zipcode couldn't be parsed: W4 5TF
45930,zipcode couldn't be parsed: CO1 1DZ
45933,zipcode couldn't be parsed: WC2E 7NA
45936,zipcode couldn't be parsed: CR0 1YB
45937,could not match zipcode: 10000
45939,zipcode couldn't be parsed: DE1 1BU
45940,zipcode couldn't be parsed: V6J1W9
45942,zipcode couldn't be parsed: M20 6WA
45943,zipcode couldn't be parsed: V6Z 1L3
45945,zipcode couldn't be parsed: DH1 3NU
45946,|city doesn't match: st. augustine || saint augustine|
45948,zipcode couldn't be parsed: W5 2PJ
45951,zipcode couldn't be parsed: EH2 4AS
45954,zipcode couldn't be parsed: EX1 1GJ
45957,zipcode couldn't be parsed: SW6 1BE
45958,zipcode couldn't be parsed: H2H1Y2
45960,zipcode couldn't be parsed: G2 1JS
45961,zipcode couldn't be parsed: J8X3T2
45963,zipcode couldn't be parsed: HG1 1JZ
45964,zipcode couldn't be parsed: k2p1p2
45966,zipcode couldn't be parsed: HP11 2DB
45967,zipcode couldn't be parsed: L5K 1P9
45972,zipcode couldn't be parsed: W1U 1ER
45975,zipcode couldn't be parsed: KT1 1EU
45978,zipcode couldn't be parsed: RM20 2ZP
45981,zipcode couldn't be parsed: LS1 5PT
45984,zipcode couldn't be parsed: LE1 6EF
45987,zipcode couldn't be parsed: L1 1RH
45990,zipcode couldn't be parsed: ME14 1PS
45991,|city doesn't match: kenmore || buffalo|
45993,zipcode couldn't be parsed: M3 2FW
45996,zipcode couldn't be parsed: S9 1EP
45999,zipcode couldn't be parsed: MK9 3XS
46002,zipcode couldn't be parsed: NE1 3DX
46008,zipcode couldn't be parsed: NR3 1RF
46011,zipcode couldn't be parsed: NG1 2GB
46012,zipcode couldn't be parsed: M4G3B7
46014,zipcode couldn't be parsed: EH1 3AA
46017,zipcode couldn't be parsed: OX1 5LP
46018,|state doesn't match: cdmx || ma|
46018,|state doesn't match: cdmx || ma|
46021,|state doesn't match: ver || ca|
46021,|state doesn't match: ver || ca|
46023,zipcode couldn't be parsed: PL1 2SW
46024,zipcode couldn't be parsed: T5J 0Z9
46026,zipcode couldn't be parsed: W1B 3AR
46027,|state doesn't match: cdmx || ct|
46027,|state doesn't match: cdmx || ct|
46029,zipcode couldn't be parsed: RM1 1AU
46035,zipcode couldn't be parsed: S11 8PR
46038,zipcode couldn't be parsed: G53 6QR
46041,zipcode couldn't be parsed: B91 3GS
46044,zipcode couldn't be parsed: SS1 1PE
46047,zipcode couldn't be parsed: WC2N 4JS
46049,could not match zipcode: 3199
46052,could not match zipcode: 0000
46053,zipcode couldn't be parsed: SA1 1EF
46055,could not match zipcode: 3144
46056,zipcode couldn't be parsed: M17 8EG
46058,could not match zipcode: 104-0061
46059,zipcode couldn't be parsed: SW1E 5JE
46061,could not match zipcode: 100006
46062,zipcode couldn't be parsed: WD17 1LJ
46064,could not match zipcode: 100006
46068,zipcode couldn't be parsed: SL4 1PJ
46070,could not match zipcode: 2010
46071,zipcode couldn't be parsed: YO1 8AD
46073,could not match zipcode: 3082
46076,could not match zipcode: 4020
46079,zipcode couldn't be parsed: -
46081,|city doesn't match: centennial || littleton|
46082,zipcode couldn't be parsed: -
46085,could not match zipcode: 0
46088,could not match zipcode: 0
46091,could not match zipcode: 3065
46093,|city doesn't match: lakewood || denver|
46094,could not match zipcode: 4567
46097,could not match zipcode: 4567
46100,could not match zipcode: 2000
46102,zipcode couldn't be parsed: M20 2LN
46103,could not match zipcode: 200002
46106,could not match zipcode: 150-0002
46109,could not match zipcode: 5352
46112,could not match zipcode: 218166
46115,could not match zipcode: 00000
46118,could not match zipcode: 106-0032
46121,could not match zipcode: 106-0032
46123,|state doesn't match: pue || ar|
46123,|state doesn't match: pue || ar|
46124,could not match zipcode: 106-0032
46126,zipcode couldn't be parsed: V5Z 4M5
46127,could not match zipcode: 151-0072
46129,zipcode couldn't be parsed: V3S 5J9
46130,could not match zipcode: 605-0811
46133,could not match zipcode: 3564
46136,could not match zipcode: 3850
46139,could not match zipcode: 604-8004
46142,could not match zipcode: 217562
46145,could not match zipcode: 238883
46148,could not match zipcode: 238883
46150,zipcode couldn't be parsed: EC2Y 5HN
46151,could not match zipcode: 058281
46153,zipcode couldn't be parsed: LE2 3FL
46154,could not match zipcode: 049315
46156,zipcode couldn't be parsed: CH3 7AS
46157,could not match zipcode: 3121
46159,zipcode couldn't be parsed: CH2 3BE
46160,could not match zipcode: 3101
46162,zipcode couldn't be parsed: BT1 5JD
46163,could not match zipcode: 572016
46165,zipcode couldn't be parsed: G1 1LD
46166,could not match zipcode: 2000
46168,zipcode couldn't be parsed: N5 2XE
46169,could not match zipcode: 104-0061
46171,zipcode couldn't be parsed: G11 5JP
46172,could not match zipcode: 106-0032
46174,zipcode couldn't be parsed: G3 7PQ
46175,could not match zipcode: 139311
46177,zipcode couldn't be parsed: SE11 4QE
46178,could not match zipcode: 018972
46181,could not match zipcode: 2000
46184,could not match zipcode: 2000
46187,could not match zipcode: 2021
46189,could not match zipcode: 000000
46190,could not match zipcode: 107-0052
46192,zipcode couldn't be parsed: nw1 5ra
46193,could not match zipcode: 4032
46195,zipcode couldn't be parsed: M5R 1H2
46196,could not match zipcode: 571155
46199,could not match zipcode: 571155
46201,zipcode couldn't be parsed: M4M 1L5
46202,could not match zipcode: 571155
46205,could not match zipcode: 571155
46208,could not match zipcode: 572016
46211,could not match zipcode: 572016
46214,could not match zipcode: 572016
46217,could not match zipcode: 6714
46220,could not match zipcode: 153-0051
46223,could not match zipcode: 2007
46226,could not match zipcode: 249677
46228,zipcode couldn't be parsed: V8L 1X8
46229,could not match zipcode: 2612
46232,could not match zipcode: 2641
46235,could not match zipcode: 106-0032
46238,could not match zipcode: 151-0053
46241,could not match zipcode: 3207
46244,could not match zipcode: 3000
46246,zipcode couldn't be parsed: IP16 4NA
46247,could not match zipcode: 3205
46249,zipcode couldn't be parsed: SE13TQ
46250,could not match zipcode: 4123
46253,could not match zipcode: 4000
46256,could not match zipcode: 4217
46258,could not match zipcode: 76190
46259,could not match zipcode: 141-0032
46262,could not match zipcode: 2009
46265,could not match zipcode: 4567
46268,could not match zipcode: 150-0022
46271,could not match zipcode: 4551
46273,zipcode couldn't be parsed: M5C 2C3
46274,could not match zipcode: 4557
46277,could not match zipcode: 3931
46280,could not match zipcode: 3143
46283,could not match zipcode: 2037
46286,could not match zipcode: 162-0825
46289,could not match zipcode: 3079
46292,could not match zipcode: 098375
46298,could not match zipcode: 3121
46301,could not match zipcode: 3068
46303,|city doesn't match: shelter island || shelter island heights|
46304,could not match zipcode: 3183
46307,|state doesn't match: kuala lumpur || ia|
46307,|state doesn't match: kuala lumpur || ia|
46310,could not match zipcode: 152-0035
46313,could not match zipcode: 4220
46316,could not match zipcode: 10500
46319,could not match zipcode: 10500
46322,could not match zipcode: 10500
46325,could not match zipcode: 211-0004
46328,zipcode couldn't be parsed: -
46331,zipcode couldn't be parsed: -
46334,could not match zipcode: 4152
46337,could not match zipcode: 2000
46340,could not match zipcode: 4567
46343,could not match zipcode: 160-8330
46346,could not match zipcode: 160-8330
46348,zipcode couldn't be parsed: SW6 6TD
46349,could not match zipcode: 160-8330
46351,|city doesn't match: clayton || saint louis|
46352,could not match zipcode: 160-8330
46355,could not match zipcode: 3777
46358,could not match zipcode: 3205
46361,could not match zipcode: 2028
46364,could not match zipcode: 2088
46367,could not match zipcode: 3820
46370,could not match zipcode: 10330
46373,could not match zipcode: 329568
46376,could not match zipcode: 160-0023
46379,could not match zipcode: 2200
46382,could not match zipcode: 199591
46385,could not match zipcode: 4151
46388,could not match zipcode: 3000
46391,could not match zipcode: 3000
46394,could not match zipcode: 2756
46397,zipcode couldn't be parsed: -
46400,could not match zipcode: 3000
46403,could not match zipcode: 3760
46406,could not match zipcode: 605-0933
46409,could not match zipcode: 4069
46412,could not match zipcode: 3150
46415,could not match zipcode: 4215
46418,could not match zipcode: 107-0062
46421,could not match zipcode: 410-2415
46424,could not match zipcode: 649-2211
46427,could not match zipcode: 524-0101
46429,|city doesn't match: webster groves || saint louis|
46430,could not match zipcode: 401-0502
46433,could not match zipcode: 0870
46435,|city doesn't match: st. louis || saint louis|
46436,could not match zipcode: 5082
46439,could not match zipcode: 0870
46441,|city doesn't match: university city || saint louis|
46445,could not match zipcode: 150-0042
46448,|state doesn't match: tamuning || gu|
46448,|state doesn't match: tamuning || gu|
46451,|state doesn't match: tamuning || gu|
46451,|state doesn't match: tamuning || gu|
46454,|state doesn't match: tamuning || gu|
46454,|state doesn't match: tamuning || gu|
46457,|state doesn't match: tamuning || gu|
46457,|state doesn't match: tamuning || gu|
46459,zipcode couldn't be parsed: M4X 1E1
46460,could not match zipcode: 3438
46463,could not match zipcode: 4006
46466,could not match zipcode: 3205
46468,zipcode couldn't be parsed: CB2 1DP
46469,could not match zipcode: 3000
46471,zipcode couldn't be parsed: TN25 5AF
46472,could not match zipcode: 104-0061
46475,could not match zipcode: 104-0061
46478,could not match zipcode: 4226
46480,zipcode couldn't be parsed: CT2 9AB
46481,could not match zipcode: 4810
46484,could not match zipcode: 4870
46486,|city doesn't match: chicago || deerfield|
46487,could not match zipcode: 150-0002
46490,could not match zipcode: 170-0013
46493,could not match zipcode: 100-6506
46496,could not match zipcode: 2000
46499,could not match zipcode: 5015
46501,zipcode couldn't be parsed: L2G 1V6
46502,could not match zipcode: 150-0034
46505,could not match zipcode: 3084
46508,could not match zipcode: 4802
46510,could not match zipcode: 11000
46514,could not match zipcode: 200040
46517,could not match zipcode: 150-0001
46520,could not match zipcode: 151-0064
46522,zipcode couldn't be parsed: T2T 1Z9
46523,could not match zipcode: 150-0013
46524,zipcode couldn't be parsed: OX1 1AY
46525,|city doesn't match: winston-salem || winston salem|
46526,could not match zipcode: 103-0022
46529,could not match zipcode: 4217
46531,|city doesn't match: lake buena vista || orlando|
46532,could not match zipcode: 2170
46535,could not match zipcode: 3078
46538,could not match zipcode: 2010
46541,could not match zipcode: 2010
46544,could not match zipcode: 2464
46547,could not match zipcode: 5000
46549,zipcode couldn't be parsed: N1 1DA
46550,could not match zipcode: 4000
46553,could not match zipcode: 2010
46556,could not match zipcode: 3039
46559,could not match zipcode: 238897
46562,|state doesn't match: bangkok || ny|
46562,|state doesn't match: bangkok || ny|
46565,|state doesn't match: bangkok || ny|
46565,|state doesn't match: bangkok || ny|
46568,|state doesn't match: bangkok || ny|
46568,|state doesn't match: bangkok || ny|
46571,|state doesn't match: bangkok || ny|
46571,|state doesn't match: bangkok || ny|
46573,|zipcode doesn't match: 60093-2418 || 60093|
46573,|zipcode doesn't match: 60093-2418 || 60093|
46574,|state doesn't match: bangkok || ny|
46574,|state doesn't match: bangkok || ny|
46577,|state doesn't match: bangkok || ny|
46577,|state doesn't match: bangkok || ny|
46580,|state doesn't match: bangkok || ny|
46580,|state doesn't match: bangkok || ny|
46583,could not match zipcode: 10500
46586,could not match zipcode: 10500
46589,could not match zipcode: 10500
46591,could not match zipcode: 00000
46592,could not match zipcode: 192-0083
46594,could not match zipcode: 10000
46595,could not match zipcode: 260-0031
46598,could not match zipcode: 4557
46601,could not match zipcode: 3232
46604,could not match zipcode: 106-0032
46606,could not match zipcode: 01780
46618,|city doesn't match: boston || dorchester|
46633,zipcode couldn't be parsed: T2P 1B4
46636,zipcode couldn't be parsed: WC2N 5BY
46641,zipcode couldn't be parsed: WC2N 5BW
46642,zipcode couldn't be parsed: T2P 1A2
46644,zipcode couldn't be parsed: SW1Y 4BP
46648,zipcode couldn't be parsed: T2E 1J8
46666,|city doesn't match: st. louis || saint louis|
46668,zipcode couldn't be parsed: NR2 1QD
46674,zipcode couldn't be parsed: BR1 1HT
46677,zipcode couldn't be parsed: EH2 4JN
46680,zipcode couldn't be parsed: SL6 1DY
46681,zipcode couldn't be parsed: L2G 3S6
46683,zipcode couldn't be parsed: RG1 2AG
46686,zipcode couldn't be parsed: E14 4AY
46687,|city doesn't match: mclean || mc lean|
46689,zipcode couldn't be parsed: M1 3EZ
46695,zipcode couldn't be parsed: BN2 1TB
46698,zipcode couldn't be parsed: PO6 4TP
46701,zipcode couldn't be parsed: SO15 1GG
46702,zipcode couldn't be parsed: E1 7QX
46704,zipcode couldn't be parsed: SW15 1JN
46705,zipcode couldn't be parsed: WC2E 9BJ
46707,zipcode couldn't be parsed: G2 1DH
46710,|city doesn't match: manhattan || new york|
46714,|city doesn't match: national harbor || oxon hill|
46735,could not match zipcode: 52929
46738,|state doesn't match: cdmx || ma|
46738,|state doesn't match: cdmx || ma|
46741,|state doesn't match: cdmx || ma|
46741,|state doesn't match: cdmx || ma|
46744,zipcode couldn't be parsed: TN25 5JQ
46747,zipcode couldn't be parsed: BT2 7DB
46762,|state doesn't match: ky || il|
46762,|state doesn't match: ky || il|
46777,|city doesn't match: long island city || astoria|
46795,|city doesn't match: commerce || los angeles|
46807,|city doesn't match: east patchogue || patchogue|
46810,zipcode couldn't be parsed: M5J 0A3
46825,|city doesn't match: eldersburg || sykesville|
46831,zipcode couldn't be parsed: V0H 1V6
46834,zipcode couldn't be parsed: CH1 2HQ
46837,zipcode couldn't be parsed: H2X 2V5
46840,zipcode couldn't be parsed: H2X 2J4
46843,zipcode couldn't be parsed: J3G2W1
46846,zipcode couldn't be parsed: J3G4K8
46849,zipcode couldn't be parsed: H2J2J3
46852,zipcode couldn't be parsed: H2T1R6
46855,zipcode couldn't be parsed: H3G2B2
46858,zipcode couldn't be parsed: G1R 2A4
46861,zipcode couldn't be parsed: G1R2K5
46870,|city doesn't match: glendale || milwaukee|
46876,zipcode couldn't be parsed: TN25 6AP
46879,zipcode couldn't be parsed: M4P 2E7
46882,zipcode couldn't be parsed: M4P 3E7
46888,zipcode couldn't be parsed: M6C 2C7
46897,zipcode couldn't be parsed: H2W 1Y8
46903,zipcode couldn't be parsed: H2Y1H9
46906,could not match zipcode: 11700
46912,zipcode couldn't be parsed: H3H2E8
46915,zipcode couldn't be parsed: H3L1T2
46939,zipcode couldn't be parsed: V6C 3P9
46945,zipcode couldn't be parsed: N12 8LT
46948,zipcode couldn't be parsed: G1W1R6
46951,zipcode couldn't be parsed: G9A4S3
46959,zipcode couldn't be parsed: SW6 1ET
46966,|state doesn't match: wi || il|
46966,|state doesn't match: wi || il|
46981,|state doesn't match: ga || ny|
46981,|state doesn't match: ga || ny|
46996,zipcode couldn't be parsed: SE10 8NN
46999,zipcode couldn't be parsed: EC1N 8SJ
47031,zipcode couldn't be parsed: N1 0HB
47034,could not match zipcode: 62200
47037,zipcode couldn't be parsed: 
47038,|city doesn't match: harwood heights || chicago|
47040,zipcode couldn't be parsed: Dublin 2
47041,zipcode couldn't be parsed: OL3 5UN
47043,zipcode couldn't be parsed: 
47046,|city doesn't match: manhattan || new york|
47049,|city doesn't match: manhattan || new york|
47052,|city doesn't match: manhattan || new york|
47053,could not match zipcode: 10000
47055,|city doesn't match: manhattan || new york|
47058,zipcode couldn't be parsed: SW11 3PH
47059,zipcode couldn't be parsed: V2A 7M5
47061,|city doesn't match: manhattan || new york|
47062,zipcode couldn't be parsed: G1H2Y1
47064,|city doesn't match: manhattan || new york|
47065,could not match zipcode: 01210
47067,|city doesn't match: manhattan || new york|
47068,could not match zipcode: 53100
47070,zipcode couldn't be parsed: 
47071,could not match zipcode: 05300
47073,|city doesn't match: manhattan || new york|
47076,|city doesn't match: manhattan || new york|
47079,zipcode couldn't be parsed: WC2H 8EH
47082,|city doesn't match: manhattan || new york|
47085,could not match zipcode: 00186
47088,zipcode couldn't be parsed: 
47091,zipcode couldn't be parsed: 
47094,zipcode couldn't be parsed: Dublin 2 
47097,zipcode couldn't be parsed: 
47100,zipcode couldn't be parsed: 
47103,zipcode couldn't be parsed: Dublin 4
47104,|state doesn't match: fl || il|
47104,|state doesn't match: fl || il|
47106,could not match zipcode: 75005
47107,|city doesn't match: hollywood || fort lauderdale|
47110,|city doesn't match: ft. lauderdale || fort lauderdale|
47112,zipcode couldn't be parsed: E14 8DW
47115,zipcode couldn't be parsed: SW14 8DS
47116,|state doesn't match: cdmx || ct|
47116,|state doesn't match: cdmx || ct|
47118,|state doesn't match:  || mo|
47118,|state doesn't match:  || mo|
47121,could not match zipcode: 33000
47124,could not match zipcode: 06000
47127,|state doesn't match:  || ny|
47127,|state doesn't match:  || ny|
47130,could not match zipcode: 8600
47133,zipcode couldn't be parsed: 
47136,zipcode couldn't be parsed: W8 5NP
47137,zipcode couldn't be parsed: M5M 4A2
47139,zipcode couldn't be parsed: RH6 0LL
47142,zipcode couldn't be parsed: 
47143,zipcode couldn't be parsed: M5H 2A3
47145,zipcode couldn't be parsed: EH10 4AZ
47148,zipcode couldn't be parsed: Co. Dublin
47151,zipcode couldn't be parsed: BN1 4AQ
47154,zipcode couldn't be parsed: NN1 1PA
47157,zipcode couldn't be parsed: PO34 5BU
47160,zipcode couldn't be parsed: Co. Dublin
47161,|city doesn't match: coral gables || miami|
47163,could not match zipcode: 70173
47166,|state doesn't match:  || tx|
47166,|state doesn't match:  || tx|
47169,zipcode couldn't be parsed: MK18 1SB
47172,could not match zipcode: 1010
47175,zipcode couldn't be parsed: CB8 7BX
47178,zipcode couldn't be parsed: W14 8XJ
47179,could not match zipcode: 10000
47181,|state doesn't match:  || mt|
47181,|state doesn't match:  || mt|
47184,zipcode couldn't be parsed: TR18 5PZ
47187,could not match zipcode: 10961
47188,|state doesn't match: pue || ar|
47188,|state doesn't match: pue || ar|
47190,could not match zipcode: 89304
47193,|city doesn't match: manhattan || new york|
47194,zipcode couldn't be parsed: LS28DD
47196,|state doesn't match:  || ia|
47196,|state doesn't match:  || ia|
47197,zipcode couldn't be parsed: EH11 2AX
47199,|city doesn't match: manhattan || new york|
47200,zipcode couldn't be parsed: W1T 2LT
47202,|state doesn't match: manhattan || ny|
47202,|state doesn't match: manhattan || ny|
47205,|state doesn't match: manhattan || ny|
47205,|state doesn't match: manhattan || ny|
47206,could not match zipcode: 52930
47208,could not match zipcode: 00186
47209,|state doesn't match: cdmx || ma|
47209,|state doesn't match: cdmx || ma|
47211,could not match zipcode: 1990-083
47214,|city doesn't match: manhattan || new york|
47217,|city doesn't match: manhattan || new york|
47220,|city doesn't match: manhattan || new york|
47221,zipcode couldn't be parsed: G1 1NY
